PERSON,Date,LOCATION 1,Latitude,Longitude
"Innes, Lewis",18 December 1692,St Germain,46.912384,2.445217
"Innes, Lewis",19 December 1692,St Germain,46.912384,2.445217
"Innes, Lewis",2 January 1693,St Germain,46.912384,2.445217
"Innes, Lewis",20 January 1693,St Germain,46.912384,2.445217
"Innes, Lewis",24 February 1693,Paris,48.5109,2.2034
"Innes, Lewis",15 April 1693,St Germain,46.912384,2.445217
"Innes, Lewis",16 April 1693,St Germain,46.912384,2.445217
"Innes, Lewis",4 May 1693,St Germain,46.912384,2.445217
"Innes, Lewis",22 May 1693,St Germain,46.912384,2.445217
"Innes, Lewis",4 July 1693,St Germain,46.912384,2.445217
"Innes, Lewis",14 July 1693,St Germain,46.912384,2.445217
"Innes, Lewis",20 July 1693,St Germain,46.912384,2.445217
"Innes, Lewis",2 November 1693,St Germain,46.912384,2.445217
"Innes, Lewis",19 January 1694,Paris,48.5109,2.2034
"Innes, Lewis",6 April 1694,St Germain,46.912384,2.445217
"Innes, Lewis",9 April 1694,St Germain,46.912384,2.445217
"Innes, Lewis",28 April 1694,Paris,48.5109,2.2034
"Innes, Lewis",1 June 1694,St Germain,46.912384,2.445217
"Innes, Lewis",23 June 1694,St Germain,46.912384,2.445217
"Innes, Lewis",25 June 1694,St Germain,46.912384,2.445217
"Innes, Lewis",13 July 1694,St Germain,46.912384,2.445217
"Innes, Lewis",14 July 1694,Paris,48.5109,2.2034
"Innes, Lewis",19 July 1694,Paris,48.5109,2.2034
"Innes, Lewis",3 August 1694,Forges-les-Eaux,49.384,1.3245
"Innes, Lewis",10 August 1694,Paris,48.5109,2.2034
"Innes, Lewis",19 August 1694,St Germain,46.912384,2.445217
"Innes, Lewis",29 August 1694,St Germain,46.912384,2.445217
"Innes, Lewis",9 September 1694,St Germain,46.912384,2.445217
"Innes, Lewis",18 September 1694,St Germain,46.912384,2.445217
"Innes, Lewis",28 September 1694,St Germain,46.912384,2.445217
"Innes, Lewis",28 October 1694,Paris,48.5109,2.2034
"Innes, Lewis",14 December 1694,Paris,48.5109,2.2034
"Innes, Lewis",20 December 1694,Paris,48.5109,2.2034
"Innes, Lewis",21 December 1694,Paris,48.5109,2.2034
"Innes, Lewis",28 December 1694,Paris,48.5109,2.2034
"Innes, Lewis",3 January 1695,St Germain,46.912384,2.445217
"Innes, Lewis",11 January 1695,Paris,48.5109,2.2034
"Innes, Lewis",28 February 1695,Paris,48.5109,2.2034
"Innes, Lewis",2 May 1695,Paris,48.5109,2.2034
"Innes, Lewis",29 September 1695,St Germain,46.912384,2.445217
"Innes, Lewis",8 November 1695,St Germain,46.912384,2.445217
"Innes, Lewis",9 December 1697,St Germain,46.912384,2.445217
"Innes, Lewis",3 March 1698,St Germain,46.912384,2.445217
"Innes, Lewis",21 April 1698,St Germain,46.912384,2.445217
"Innes, Lewis",22 April 1699,St Germain,46.912384,2.445217
"Innes, Lewis",5 September 1699,St Germain,46.912384,2.445217
"Innes, Lodowick",26 November 1687,London,51.514125,-0.093689
"Innes, Louis",24 May 1677,Aberdeen,57.133333,-2.1
"Innes, Ludovick",27 July 1679,Paris,48.5109,2.2034
"Innes, TFB",29 January 1691,Paris,48.5109,2.2034
"Innes, Thomas",13 December 1692,Paris,48.5109,2.2034
"Innes, Thomas",2 January 1693,Paris,48.5109,2.2034
"Innes, Thomas",15 September 1694,Paris,48.5109,2.2034
"Innes, Walter",5 February 1681,Rome,41.5753,12.2708
"Innes, Walter",6 May 1681,Rome,41.5753,12.2708
"Innes, Walter",24 September 1681,Rome,41.5753,12.2708
"Innes, Walter",10 December 1682,Rome,41.5753,12.2708
"Innes, Walter",4 February 1683,Rome,41.5753,12.2708
"Innes, Walter",25 January 1684,Rome,41.5753,12.2708
"Innes, Walter",13 March 1684,Rome,41.5753,12.2708
"Innes, Walter",20 May 1684,Rome,41.5753,12.2708
"Innes, Walter",18 June 1685,Rome,41.5753,12.2708
"Innes, Walter",2 September 1687,Rome,41.5753,12.2708
"Innes, Walter",4 October 1687,St Fiacre,48.5617,2.5746
"Innes, Walter",13 April 1688,Rome,41.5753,12.2708
"Innes, Walter",6 May 1689,Edinburgh,55.95,-3.2
"Innes, Walter",25 March 1690,Blackness Castle,56.0009,3.3101
"Innes, Walter",20 June 1690,Scotland,56.4907,4.2026
"Innes, Walter",2 September 1690,Scotland Low Countries,55.591,-3.2529
"Innes, Walter",30 October 1690,Edinburgh,55.95,-3.2
"Innes, Walter",14 January 1691,Paris,48.5109,2.2034
"Innes, Walter",21 January 1692,Paris,48.5109,2.2034
"Innes, Walter",8 March 1692,Paris,48.5109,2.2034
"Innes, Walter",17 March 1692,Paris,48.5109,2.2034
"Innes, Walter",29 April 1692,Marseilles,47.066721,3.011832
"Innes, Walter",12 May 1692,Leghorn,43.55,10.316667
"Innes, Walter",27 May 1692,Rome,41.5753,12.2708
"Innes, Walter",1 July 1692,Rome,41.5753,12.2708
"Innes, Walter",21 October 1692,Rome,41.5753,12.2708
"Innes, Walter",18 November 1692,Rome,41.5753,12.2708
"Innes, Walter",18 December 1692,Rome,41.5753,12.2708
"Innes, Walter",6 January 1693,Rome,41.5753,12.2708
"Innes, Walter",15 April 1693,Rome,41.5753,12.2708
"Innes, Walter",24 November 1693,Rome,41.5753,12.2708
"Innes, Walter",9 March 1694,Rome,41.5753,12.2708
"Innes, Walter",16 September 1694,Rome,41.5753,12.2708
"Innes, Walter",11 January 1695,Rome,41.5753,12.2708
"Innes, Walter",26 February 1697,Rome,41.5753,12.2708
"Innes, Walter",21 December 1697,Paris,48.5109,2.2034
"Innes, Walter",20 November 1698,London,51.514125,-0.093689
"Innes, Walter Lorenzo",16 February 1694,Rome,41.5753,12.2708
"Innes, Walter Lorenzo",23 February 1694,Rome,41.5753,12.2708
"Innes, Walter Lorenzo",20 April 1694,Rome,41.5753,12.2708
"Innes, Walter Lorenzo",12 May 1694,Rome,41.5753,12.2708
Irvine,26 July 1675,Thessaloniki,40.6402778,22.9438889
Irvine,30 September 1686,Scotland,56.4907,4.2026
Irvine,24 September 1699,Rome,41.5753,12.2708
"Irvine, Al",26 July 1683,-,-,-
"Irvine, Al",31 October 1695,Invercauld Castle,57.0105,-3.2242
"Irvine, Christopher",5 March 1675,Padua,45.24,11.5307
"Irvine, Christopher",12 April 1675,Padua,45.24,11.5307
"Irvine, Christopher",16 April 1675,Padua,45.24,11.5307
"Irvine, Christopher",24 May 1675,Padua,45.24,11.5307
"Irvine, Christopher",6 June 1675,Padua,45.24,11.5307
"Irvine, Christopher",26 July 1675,Padua,45.24,11.5307
"Irvine, Christopher",9 August 1675,Padua,45.24,11.5307
"Irvine, Christopher",30 August 1675,Padua,45.24,11.5307
"Irvine, Christopher",10 January 1676,Paris,48.5109,2.2034
"Irvine, Christopher",25 May 1677,Paris,48.5109,2.2034
"Irvine, Christopher",28 March 1688,Edinburgh,55.95,-3.2
"Irvine, Dr.",12 April 1675,Edinburgh,55.95,-3.2
"Irvine, Dr.",24 April 1683,Scotland,56.4907,4.2026
"Irvine, Father J",28 December 1666,Warsaw,52.25,21
"Irvine, John",26 April 1665,Rimini,44.063333,12.580833
"Irvine, John",3 June 1665,Vienna,48.13,16.2214
"Irvine, John",23 August 1667,Warsaw,52.25,21
"Irvine, John",31 August 1668,Paris,48.5109,2.2034
"Irvine, John",16 April 1675,Rome,41.5753,12.2708
"Irvine, John",30 August 1675,Rome,41.5753,12.2708
"Irvine, John",25 May 1677,Rome,41.5753,12.2708
"Irvine, John",23 August 1677,Rouen,49.433333,1.083333
"Irvine, John",9 February 1678,Rome,41.5753,12.2708
"Irvine, John",16 March 1678,Rome,41.5753,12.2708
"Irvine, John",27 April 1678,Rome,41.5753,12.2708
"Irvine, John",4 MAy 1678,Rome,41.5753,12.2708
"Irvine, John",22 June 1678,Rome,41.5753,12.2708
"Irvine, John",17 July 1678,Rome,41.5753,12.2708
"Irvine, John",15 August 1678,Pesaro,43.9,12.916667
"Irvine, John",30 August 1678,Aberdeen,57.133333,-2.1
"Irvine, John",16 September 1678,Rome,41.5753,12.2708
"Irvine, John",8 February 1679,Rome,41.5753,12.2708
"Irvine, John",24 April 1679,Rome,41.5753,12.2708
"Irvine, John",9 August 1679,Rome,41.5753,12.2708
"Irvine, John",13 March 1680,Pesaro,43.9,12.916667
"Irvine, John",22 March 1680,Pesaro,43.9,12.916667
"Irvine, John",26 March 1680,Pesaro,43.9,12.916667
"Irvine, John",2 October 1680,Rome,41.5753,12.2708
"Irvine, John",28 December 1680,Pesaro,43.9,12.916667
"Irvine, John",5 February 1681,Rome,41.5753,12.2708
"Irvine, John",14 February 1681,Pesaro,43.9,12.916667
"Irvine, John",28 April 1681,Rome,41.5753,12.2708
"Irvine, John",9 July 1681,Padua,45.24,11.5307
"Irvine, John",19 July 1681,Padua,45.24,11.5307
"Irvine, John",22 September 1682,Padua,45.24,11.5307
"Irvine, John",27 July 1683,Padua,45.24,11.5307
"Irvine, John",25 August 1683,Padua,45.24,11.5307
"Irvine, John",30 October 1683,Rouen,49.433333,1.083333
"Irvine, John",6 December 1683,Edinburgh,55.95,-3.2
"Irvine, John",27 December 1683,Edinburgh,55.95,-3.2
"Irvine, John",12 January 1684,Scotland,56.4907,4.2026
"Irvine, John",26 February 1684,Scotland,56.4907,4.2026
"Irvine, John",8 March 1684,Edinburgh,55.95,-3.2
"Irvine, John",18 March 1684,Edinburgh,55.95,-3.2
"Irvine, John",20 March 1684,Scotland,56.4907,4.2026
"Irvine, John",11 June 1684,Edinburgh,55.95,-3.2
"Irvine, John",12 June 1684,Edinburgh,55.95,-3.2
"Irvine, John",1 July 1684,Scotland,56.4907,4.2026
"Irvine, John",30 July 1684,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Irvine, John",4 October 1684,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Irvine, John",29 November 1684,Amiens,49.9,2.3
"Irvine, John",23 December 1684,Amiens,49.9,2.3
"Irvine, John",26 April 1688,Edinburgh,55.95,-3.2
"Irvine, John",14 August 1688,Wallsend,54.5853,-1.3722
"Irvine, John",8 September 1688,Scotland,56.4907,4.2026
"Irvine, John",30 October 1688,Scotland,56.4907,4.2026
"Irvine, John",2 September 1690,Scotland Low Countries,55.591,-3.2529
"Irvine, John",4 March 1695,Edinburgh,55.95,-3.2
"Irvine, John",25 April 1695,Edinburgh,55.95,-3.2
"Irvine, John",31 October 1695,Edinburgh,55.95,-3.2
"Irvine, John",25 December 1695,Edinburgh,55.95,-3.2
"Irvine, John",23 February 1698,Lyon,45.748457,4.846711
"Irvine, John",5 September 1699,Rome,41.5753,12.2708
"Irvine, Robert",21 March 1687,Livorno,43.55,10.316667
"Irvine, Thomas",11 April 1687,Edinburgh,55.95,-3.2
J.S.,9 May 1678,London,51.514125,-0.093689
"Jameson, John Paul",13 November 1677,Rome,41.5753,12.2708
"Jameson, John Paul",15 August 1678,Rome,41.5753,12.2708
"Jameson, John Paul",18 December 1679,Rome,41.5753,12.2708
"Jameson, John Paul",13 March 1680,Rome,41.5753,12.2708
"Jameson, John Paul",26 March 1680,Rome,41.5753,12.2708
"Jameson, John Paul",3 April 1680,Rome,41.5753,12.2708
"Jameson, John Paul",13 September 1680,Rome,41.5753,12.2708
"Jameson, John Paul",4 February 1681,Rome,41.5753,12.2708
"Jameson, John Paul",19 February 1681,Rome,41.5753,12.2708
"Jameson, John Paul",28 May 1681,Rome,41.5753,12.2708
"Jameson, John Paul",24 September 1681,Rome,41.5753,12.2708
"Jameson, John Paul",2 February 1683,Rome,41.5753,12.2708
"Jameson, John Paul",18 October 1683,St Fiacre,48.5617,2.5746
"Jameson, John Paul",25 January 1684,Rome,41.5753,12.2708
"Jameson, John Paul",20 May 1684,Rome,41.5753,12.2708
"Jameson, John Paul",2 June 1684,Rome,41.5753,12.2708
"Jameson, John Paul",10 August 1684,Rome,41.5753,12.2708
"Jameson, John Paul",9 August 1685,Scotland,56.4907,4.2026
"Jameson, John Paul",20 January 1687,Rome,41.5753,12.2708
"Jameson, John Paul",25 February 1687,"Grottaferrata, Rome",41.482,12.4232
"Jameson, John Paul",10 March 1687,"Santa Marinella, Rome",42.0719,11.4303
"Jameson, John Paul",18 March 1687,"Santa Marinella, Rome",42.0719,11.4303
"Jameson, John Paul",22 September 1687,Paris,48.5109,2.2034
"Jameson, John Paul",21 October 1687,Paris,48.5109,2.2034
"Jameson, John Paul",12 November 1687,Havre de Grace,49.2702,0.0002
"Jameson, John Paul",12 December 1687,Edinburgh,55.95,-3.2
"Jameson, John Paul",18 January 1688,Aberdeen,57.133333,-2.1
"Jameson, John Paul",2 March 1688,Huntly Castle,57.2744,2.4349
"Jameson, John Paul",3 April 1688,Huntly Castle,57.2744,2.4349
"Jameson, John Paul",26 April 1688,Edinburgh,55.95,-3.2
"Jameson, John Paul",29 May 1688,Huntly Castle,57.2744,2.4349
"Jameson, John Paul",2 September 1690,Scotland Low Countries,55.591,-3.2529
"Jameson, John Paul",31 August 1692,Aberdeen,57.133333,-2.1
"Jameson, John Paul",31 October 1695,Aberdeen,57.133333,-2.1
"Jameson, John Paul",30 September 1697,Speymouth,57.38,-3.0642
"Jameson, John Paul",17 October 1697,Fyvie,57.416667,-2.383333
"Jameson, John Paul",12 November 1697,Aberdeen,57.133333,-2.1
"Jameson, John Paul",31 May 1699,Edinburgh,55.95,-3.2
"Jameson, John Paul",9 July 1699,Edinburgh,55.95,-3.2
"Johnston, Father Tomas",30 March 1680,Brussels,50.833333,4.333333
"Johnston, Father Tomas",29 June 1680,Brussels,50.833333,4.333333
"Johnston, Father Tomas",10 January 1683,Bornheim,50.133333,8.716667
Jolly,5 March 1677,Paris,48.5109,2.2034
"Kempe, George",27 April 1678,Mechelen,51.033333,4.466667
"Kempe, George",19 June 1679,Mechelen,51.033333,4.466667
"Kennedy, James",6 September 1681,Brussels,50.833333,4.333333
"Kennedy, James",27 February 1682,Brussels,50.833333,4.333333
"Kennedy, James",15 January 1683,Brussels,50.833333,4.333333
"Kennedy, James",24 November 1684,Rotterdam,51.916667,4.5
"Kennedy, James",24 September 1686,Rotterdam,51.916667,4.5
"Kinloch, James",28 May 1689,Edinburgh,55.95,-3.2
"Lagny, Dr",11 October 1689,Paris,48.5109,2.2034
"Lazzini, Mariano",10 February 1679,Rome,41.5753,12.2708
"Le Brun, Father James",20 May 1671,Douai,50.2509,3.1121
"Le Febvre, George",22 December 1670,London,51.514125,-0.093689
"Lea, James",24 February 1687,Eriskay Island,57.0536,-7.2306
"Lea, James",2 September 1690,Scotland,56.4907,4.2026
"Leith, Abbot",15 May 1688,Venice,45.438611,12.326667
"Leith, Abbot",29 September 1691,Venice,45.438611,12.326667
Leslie,18 July 1666,Vienna,48.13,16.2214
Leslie,20 July 1666,Vienna,48.13,16.2214
"Leslie, Abbot William",28 December 1684,Lyon,45.748457,4.846711
"Leslie, Abbot William",20 January 1687,Glenlivet,57.2115,-3.1825
"Leslie, Abbot William",9 July 1687,Scotland,56.4907,4.2026
"Leslie, Abbot William",16 February 1688,Gratz,47.066667,15.45
"Leslie, Abbot William",5 August 1690,Venice,45.438611,12.326667
"Leslie, Alexander",13 June 1678,Glenaladale,56.5259,-5.2513
"Leslie, Alexander",9 October 1678,Montrose,56.7,-2.45
"Leslie, Alexander",19 September 1679,Scottish Highlands,57.3723,57.3723
"Leslie, Alexander",16 December 1679,Edinburgh,55.95,-3.2
"Leslie, Alexander",6 January 1680,Edinburgh,55.95,-3.2
"Leslie, Alexander",9 June 1680,Scotland,56.4907,4.2026
"Leslie, Alexander",2 December 1680,Edinburgh,55.95,-3.2
"Leslie, Alexander",18 December 1680,Rome,41.5753,12.2708
"Leslie, Alexander",5 February 1681,Rome,41.5753,12.2708
"Leslie, Alexander",19 February 1681,Rome,41.5753,12.2708
"Leslie, Alexander",12 March 1681,Rome,41.5753,12.2708
"Leslie, Alexander",15 March 1681,Rome,41.5753,12.2708
"Leslie, Alexander",16 April 1681,Rome,41.5753,12.2708
"Leslie, Alexander",17 May 1681,Paris,48.5109,2.2034
"Leslie, Alexander",28 May 1681,Paris,48.5109,2.2034
"Leslie, Alexander",17 June 1681,Paris,48.5109,2.2034
"Leslie, Alexander",19 June 1681,Lyon,45.748457,4.846711
"Leslie, Alexander",16 August 1681,Havre de Grace,49.2702,0.0002
"Leslie, Alexander",25 August 1681,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Leslie, Alexander",20 October 1681,Aberdeen,57.133333,-2.1
"Leslie, Alexander",29 October 1681,Aberdeen,57.133333,-2.1
"Leslie, Alexander",3 December 1681,Aberdeen,57.133333,-2.1
"Leslie, Alexander",15 December 1681,Aberdeen,57.133333,-2.1
"Leslie, Alexander",29 December 1681,Aberdeen,57.133333,-2.1
"Leslie, Alexander",28 April 1683,Speymouth,57.38,-3.0642
"Leslie, Alexander",24 October 1683,Scotland,56.4907,4.2026
"Leslie, Alexander",20 March 1684,Scotland,56.4907,4.2026
"Leslie, Alexander",8 October 1684,Aberdeen,57.133333,-2.1
"Leslie, Alexander",14 December 1685,Scotland,56.4907,4.2026
"Leslie, Alexander",30 December 1685,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Leslie, Alexander",31 December 1685,Egin,-,-
"Leslie, Alexander",22 March 1686,"Gordon Castle, alias Bogue",57.3723,-3.0514
"Leslie, Alexander",8 May 1686,Scotland,56.4907,4.2026
"Leslie, Alexander",31 August 1686,Edinburgh,55.95,-3.2
"Leslie, Alexander",27 December 1686,Edinburgh,55.95,-3.2
"Leslie, Alexander",26 April 1688,Edinburgh,55.95,-3.2
"Leslie, Alexander",2 September 1690,Scotland Low Countries,55.591,-3.2529
"Leslie, Alexander",17 December 1691,Edinburgh,55.95,-3.2
"Leslie, Alexander",22 August 1692,Scotland,56.4907,4.2026
"Leslie, Alexander",25 April 1695,Montrose,56.7,-2.45
"Leslie, Alexander",31 October 1695,Huntly,-,-
"Leslie, Alexander",9 November 1696,Scotland,56.4907,4.2026
"Leslie, Alexander",1 October 1697,Scotland,56.4907,4.2026
"Leslie, Alexander | Christie",19 June 1681,Padua,45.24,11.5307
"Leslie, Andrew",12 December 1689,Paris,48.5109,2.2034
"Leslie, Andrew",2 March 1690,Paris,48.5109,2.2034
"Leslie, de du Clisson",14 February 1693,Versailles,48.803593,2.134236
"Leslie, Don Guglielmo",5 May 1662,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",6 April 1672,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",24 April 1674,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",17 December 1674,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",22 December 1674,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",4 March 1675,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",5 March 1675,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",14 April 1675,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",3 May 1675,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",6 June 1675,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",28 July 1675,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",6 December 1675,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",18 January 1676,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",17 April 1676,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",27 May 1676,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",28 July 1676,rome,-,-
"Leslie, Don Guglielmo",31 July 1676,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",3 October 1676,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",11 November 1676,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",15 December 1676,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",27 February 1677,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",5 March 1677,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",10 April 1677,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",22 April 1677,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",23 August 1677,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",28 August 1677,Urbino,43.716667,12.633333
"Leslie, Don Guglielmo",9 September 1677,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",16 September 1677,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",20 October 1677,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",18 November 1677,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",1 January 1678,Urbino,43.716667,12.633333
"Leslie, Don Guglielmo",13 January 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",17 January 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",22 January 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",26 February 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",5 March 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",7 March 1678,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",17 March 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",24 March 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",9 April 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",22 April 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",24 April 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",7 May 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",4 June 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",18 June 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",7 July 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",30 July 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",20 August 1678,Urbino,43.716667,12.633333
"Leslie, Don Guglielmo",26 August 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",29 August 1678,Urbino,43.716667,12.633333
"Leslie, Don Guglielmo",1 October 1678,Urbino,43.716667,12.633333
"Leslie, Don Guglielmo",22 October 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",9 November 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",12 November 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",25 November 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",22 December 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",24 December 1678,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",30 December 1678,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",3 February 1679,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",10 February 1679,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",24 April 1679,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",3 May 1679,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",6 May 1679,Urbino,43.716667,12.633333
"Leslie, Don Guglielmo",17 June 1679,Urbino,43.716667,12.633333
"Leslie, Don Guglielmo",22 July 1679,Urbino,43.716667,12.633333
"Leslie, Don Guglielmo",21 October 1679,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",8 December 1679,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",20 March 1680,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",30 March 1680,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",22 April 1680,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",6 June 1680,Pesaro,43.9,12.916667
"Leslie, Don Guglielmo",29 June 1680,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",19 October 1680,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",2 December 1680,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",7 January 1681,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",29 March 1681,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",1 April 1681,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",8 June 1681,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",24 September 1681,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",26 September 1681,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",22 October 1681,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",28 October 1681,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",21 November 1681,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",29 December 1681,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",14 April 1682,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",8 September 1682,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",9 September 1682,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",18 September 1682,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",16 November 1682,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",8 December 1682,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",10 January 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",20 January 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",5 February 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",9 March 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",24 March 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",10 May 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",15 May 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",26 May 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",29 June 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",26 July 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",4 August 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",10 August 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",11 August 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",28 August 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",8 September 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",9 September 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",15 September 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",20 September 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",6 October 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",18 October 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",5 November 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",15 November 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",10 December 1683,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",3 January 1684,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",26 January 1684,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",20 February 1684,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",13 March 1684,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",22 May 1684,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",20 November 1684,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",24 November 1684,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",5 December 1684,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",9 December 1684,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",17 February 1685,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",10 March 1685,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",30 March 1685,"Santa Marinella, Rome",42.0719,11.4303
"Leslie, Don Guglielmo",17 April 1685,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",30 April 1685,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",24 May 1685,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",8 October 1685,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",26 November 1685,Rome,41.5753,12.2708
"Leslie, Don Guglielmo",10 December 1685,Rome,41.5753,12.2708
